8;1;1;200
8;1;1;219
8;1;1;221
8;1;1;192
8;1;1;74
8;1;1;196
8;1;1;279
8;1;1;208
8;1;1;228
8;1;1;146
8;1;1;82
8;1;1;126
8;1;1;274
8;1;1;343
8;1;1;317
8;1;1;293
8;1;1;244
8;1;1;184
8;1;1;125
8;1;1;145
8;1;1;177
8;1;1;223
8;1;1;231
8;1;1;158
8;1;1;208
8;1;1;144
8;1;1;317
8;1;1;136
8;1;1;218
8;1;1;214
8;1;1;184
8;1;1;88
8;1;1;277
8;1;1;241
8;1;1;143
8;1;1;228
8;1;1;308
8;1;1;195
7;1;1;86
7;1;1;165
7;1;1;141
7;1;1;95
7;1;1;265
7;1;1;101
7;1;1;137
7;1;1;103
7;1;1;305
7;1;1;98
7;1;1;212
7;1;1;94
7;1;1;275
7;1;1;195
7;1;1;131
7;1;1;119
7;1;1;160
7;1;1;169
7;1;1;211
7;1;1;205
7;1;1;161
7;1;1;215
7;1;1;163
7;1;1;387
7;1;1;147
7;1;1;307
7;1;1;131
7;1;1;147
7;1;1;211
7;1;1;241
7;1;1;209
7;1;1;253
7;1;1;303
7;1;1;223
7;1;1;123
7;1;1;165
7;1;1;254
7;1;1;201
7;1;1;182
7;1;1;120
10;1;1;211
10;1;1;329
10;1;1;285
10;1;1;212
10;1;1;196
10;1;1;218
10;1;1;143
10;1;1;139
10;1;1;101
10;1;1;304
10;1;1;152
10;1;1;87
10;1;1;204
10;1;1;180
10;1;1;229
10;1;1;195
10;1;1;207
10;1;1;251
10;1;1;170
10;1;1;193
10;1;1;261
10;1;1;293
10;1;1;167
10;1;1;452
10;1;1;233
10;1;1;208
10;1;1;203
10;1;1;214
10;1;1;173
10;1;1;110
10;1;1;154
10;1;1;212
10;1;1;123
10;1;1;123
10;1;1;189
10;1;1;152
10;1;1;165
10;1;1;234
10;1;1;209
10;1;1;178
11;1;1;174
11;1;1;193
11;1;1;377
11;1;1;238
11;1;1;203
11;1;1;222
11;1;1;171
11;1;1;84
11;1;1;149
11;1;1;200
11;1;1;215
11;1;1;204
11;1;1;151
11;1;1;237
11;1;1;120
11;1;1;192
11;1;1;194
11;1;1;165
11;1;1;124
11;1;1;235
11;1;1;84
11;1;1;223
11;1;1;152
11;1;1;264
11;1;1;190
11;1;1;254
11;1;1;214
11;1;1;247
11;1;1;108
11;1;1;250
11;1;1;227
11;1;1;234
11;1;1;133
11;1;1;204
11;1;1;286
11;1;1;251
11;1;1;57
11;1;1;207
6;1;1;173
6;1;1;234
6;1;1;100
6;1;1;256
6;1;1;153
6;1;1;158
6;1;1;203
6;1;1;200
6;1;1;136
6;1;1;289
6;1;1;279
6;1;1;139
6;1;1;208
6;1;1;180
6;1;1;167
6;1;1;117
6;1;1;303
6;1;1;234
6;1;1;285
6;1;1;227
6;1;1;302
6;1;1;258
6;1;1;340
6;1;1;204
6;1;1;208
6;1;1;141
6;1;1;229
6;1;1;211
6;1;1;227
6;1;1;136
6;1;1;304
6;1;1;161
6;1;1;79
6;1;1;194
6;1;1;137
6;1;1;188
